spelling,pronunciation,freq,syllables
intoxicating,1ntaksek8t1N,49,5
intricate,1ntr1ket,53,3
intrigue,1ntrig,77,2
intrigued,1ntrigd,90,2
intriguing,1ntrig1N,130,3
intro,1ntro,102,2
introduce,1ntredus,1771,3
introduce,1ntrodus,1771,3
introduced,1ntredust,593,3
introduced,1ntrodust,593,3
introducing,1ntredus1N,203,4
introducing,1ntrodus1N,203,4
introduction,1ntredekSen,218,4
introduction,1ntrodekSen,218,4
introductions,1ntred^kSenz,72,4
intrude,1ntrud,129,2
intruder,1ntrud3r,186,3
intruders,1ntrud3rz,80,3
intruding,1ntrud1N,94,3
intrusion,1ntruZen,127,3
intrusive,1ntrus1v,31,3
intubate,1ntub8t,96,3
intubated,1ntub8ted,42,4
intubation,1ntub8Sen,49,4
intuition,1ntu1Sen,175,4
intuitive,1ntuet1v,54,4
invade,1nv8d,156,2
invaded,1nv8ded,140,3
invaders,1nv8d3rz,74,3
invading,1nv8d1N,86,3
invalid,1nv@l1d,88,3
invalid,1nvel1d,88,3
invaluable,1nv@ljebel,66,4
invariably,1nvEriebli,44,5
invasion,1nv8Zen,434,3
invasive,1nv8s1v,59,3
invent,1nvEnt,235,2
invented,1nvEnt1d,803,3
invented,1nvEnted,803,3
inventing,1nvEnt1N,69,3
invention,1nvEnSen,310,3
inventions,1nvEnSenz,83,3
inventive,1nvEnt1v,46,3
inventor,1nvEnt3r,117,3
inventory,1nventcri,238,4
invents,1nvEnts,43,2
inverted,1nv3rted,40,3
invest,1nvEst,241,2
invested,1nvEst1d,202,3
invested,1nvEsted,202,3
investigate,1nvEsteg8t,483,4
investigated,1nvEsteg8ted,161,5
investigating,1nvEsteg8t1N,466,5
investigation,1nvEsteg8Sen,1491,5
investigations,1nvEsteg8Senz,106,5
investigative,1nvEsteg8t1v,82,5
investigator,1nvEsteg8t3r,311,5
investigators,1nvEsteg8t3rz,137,5
investing,1nvEst1N,88,3
investment,1nvEstment,497,3
investments,1nvEstments,120,3
investor,1nvEst3r,65,3
investors,1nvEst3rz,165,3
invincible,1nv1nsebel,154,4
invisibility,1nv1zeb1leti,34,6
invisible,1nv1zebel,630,4
invitation,1nv1t8Sen,759,4
invitations,1nvet8Senz,170,4
invite,1nv5t,1509,2
invited,1nv5t1d,2064,3
invited,1nv5ted,2064,3
invites,1nv5ts,109,2
inviting,1nv5t1N,367,3
invoice,1nv2s,53,2
invoices,1nv2sez,40,3
invoke,1nvok,51,2
involuntary,1nvalentEri,52,5
involve,1nvalv,330,2
involved,1nvalvd,3465,2
involvement,1nvalvment,249,3
involves,1nvalvz,255,2
involving,1nvalv1N,204,3
inward,1nw3rd,40,2
iodine,5ed5n,64,3
iodine,5edin,64,3
iowa,5ewe,58,3
iowa,5owe,58,3
ira,5re,198,2
iraq,1r@k,44,2
iraq,1rak,44,2
irascible,1r@s1bel,3,4
ire,5r,14,1
irene,5rin,161,2
iris,5r1s,270,2
iris,5res,270,2
irish,5r1S,79,2
irk,3rk,5,1
irksome,3rksem,9,2
iron,5rn,915,1
ironed,5rend,49,2
ironic,5ran1k,312,3
ironically,5ran1keli,85,5
irons,5rnz,95,1
irony,5reni,233,3
irrational,1r@Senel,149,4
irregular,1rEgjel3r,129,4
irrelevant,1rElevent,262,4
irreplaceable,1repl8sebel,43,5
irresistible,1rez1stebel,165,5
irresponsible,1respansebel,237,5
irreversible,1rev3rsebel,41,5
irrigation,1reg8Sen,43,4
irritable,1retebel,74,4
irritate,1ret8t,48,3
irritated,1ret8ted,70,4
irritating,1ret8t1N,111,4
is,1z,459663,1
isaac,5zek,164,2
isabel,1zebEl,180,3
isabella,1zebEle,53,4
isaiah,5z8e,74,3
island,5lend,2018,2
islands,5lendz,230,2
isle,5l,62,1
isolate,5sel8t,147,3
isolated,5sel8t1d,310,4
isolated,5sel8ted,310,4
isolation,5sel8Sen,158,4
isosceles,5scseliz,11,4
israel,1zr8l,57,2
israel,1zriel,57,3
israeli,1zr8li,57,3
issue,1Su,1741,2
issued,1Sud,283,2
issues,1Suz,954,2
issuing,1Su1N,46,3
isthmus,1smes,5,2
it,1t,963712,1
italian,1t@ljen,194,3
italy,1teli,75,3
itch,1C,213,1
itches,1Cez,61,2
itchiness,1Cines,1,3
itching,1C1N,115,2
itchy,1Ci,116,2
item,5tem,628,2
items,5temz,343,2
itinerary,5t1n3rEri,85,5
its,1ts,8757,1
itself,1tsElf,2029,2
ivory,5v3ri,71,3
ivy,5vi,172,2
jab,G@b,171,1
jack,G@k,12831,1
jackal,G@kel,81,2
jackass,G@k@s,347,2
jacked,G@kt,113,1
jacket,G@k1t,1704,2
jackets,G@k1ts,175,2
jackie,G@ki,1276,2
jacking,G@k1N,50,2
jackpot,G@kpat,189,2
jacks,G@ks,173,1
jackson,G@ksen,1666,2
jacksonville,G@ksenv1l,56,3
jacky,G@ki,44,2
jacob,G8keb,595,2
jacoby,Gekobi,68,3
jacqueline,G@kl1n,121,2
jacqueline,G@klin,121,2
jade,G8d,259,1
jaded,G8ded,40,2
jag,G@g,89,1
jagged,G@g1d,29,2
jagger,G@g3r,52,2
jaguar,G@gwar,121,2
jail,G8l,3602,1
jailed,G8ld,44,1
jailer,G8l3r,77,2
jailhouse,G8lhOs,69,2
jake,G8k,2245,1
jam,G@m,690,1
jamaica,Gem8ke,189,3
jamaican,Gem8ken,73,3
james,G8mz,3358,1
jameson,G8mesen,93,3
jammed,G@md,371,1
jamming,G@m1N,86,2
jams,G@mz,64,1
jane,G8n,2192,1
janet,G@n1t,913,2
janet,G@net,913,2
jangle,G@Ngel,17,2
janitor,G@net3r,292,3
january,G@njuEri,341,4
janus,G8nes,91,2
japan,Gep@n,791,2
japanese,G@peniz,1312,3
jape,G8p,4,1
jar,Gar,424,1
jars,Garz,99,1
jasmine,G@zm1n,278,2
jasmine,G@zmen,278,2
jason,G8sen,1816,2
jasper,G@sp3r,231,2
jaundice,Gandes,14,2
jaundiced,Gand1st,11,2
jaunt,Gcnt,19,1
jauntily,Gcnteli,1,3
jaunts,Gcnts,3,1
jaunty,Gcnti,9,2
java,Gave,78,2
jaw,Gc,364,1
jaws,Gcz,133,1
jay,G8,821,1
jays,G8z,15,1
jazz,G@z,608,1
jealous,GEles,1952,2
jealousy,GElesi,293,3
jean,Gin,904,1
jeans,Ginz,337,1
jed,GEd,118,1
jeep,Gip,524,1
jeepers,Gip3rz,53,2
jeer,G1r,3,1
jeez,Giz,1067,1
jefe,hef8,57,2
jeff,GEf,1539,1
jefferson,GEf3rsen,549,3
jehovah,Gehove,40,3
jekyll,GEkel,150,2
jell,GEl,6,1
jelly,GEli,363,2
jellyfish,GElif1S,74,3
jen,GEn,856,1
jenna,GEne,383,2
jennie,GEni,43,2
jenny,GEni,1050,2
jeopardize,GEp3rd5z,147,3
jeopardizing,GEp3rd5z1N,40,4
jeopardy,GEp3rdi,175,3
jeremiah,GErem5e,120,4
jeremy,GEremi,467,3
jericho,GEreko,59,3
jerk,G3rk,1690,1
jerked,G3rkt,42,1
jerking,G3rk1N,116,2
jerks,G3rks,223,1
jerky,G3rki,116,2
jerry,GEri,3173,2
jersey,G3rzi,923,2
jerusalem,G3ruselem,217,4
jess,GEs,1074,1
jesse,GEsi,1290,2
jest,GEst,68,1
jester,GEst3r,117,2
jesus,Gizes,8220,2
jet,GEt,721,1
jets,GEts,225,1
jew,Gu,549,1
jewel,Guel,369,2
jewel,Gul,369,1
jeweled,Gueld,15,2
jeweled,Guld,15,1
jeweler,Guel3r,53,3
jeweler,Gul3r,53,2
jewellery,Guelri,150,3
jewellery,Gulri,150,2
jewelry,Guelri,564,3
jewelry,Gulri,564,2
jewels,Guelz,370,2
jewels,Gulz,370,1
jewish,Gu1S,702,2
jews,Guz,520,1
jiffy,G1fi,80,2
jig,G1g,87,1
jiggle,G1gel,62,2
jigsaw,G1gsc,95,2
jill,G1l,667,1
jilt,G1lt,2,1
jim,G1m,3277,1
jimbo,G1mbo,163,2
jiminy,G1m1ni,74,3
jimmy,G1mi,4091,2
jin,G1n,361,1
jing,G1N,106,1
jingle,G1Ngel,258,2
jingles,G1Ngelz,50,2
jinx,G1Nks,204,1
jitters,G1t3rz,66,2
jive,G5v,86,1
jo,Go,707,1
joan,Gon,954,1
job,Gab,21063,1
jobs,Gabz,1408,1
jock,Gak,457,1
jockey,Gaki,247,2
jockeys,Gakiz,40,2
jocks,Gaks,59,1
jocular,Gakjul3r,1,3
joe,Go,6532,1
joel,Gol,396,1
joey,Goi,3727,2
jog,Gag,123,1
jogging,Gag1N,131,2
john,Gan,9877,1
johnnie,Gani,195,2
johnny,Gani,4408,2
johns,Ganz,96,1
johnson,Gansen,1546,2
join,G2n,4255,1
joined,G2nd,841,1
joining,G2n1N,614,2
joins,G2nz,84,1
joint,G2nt,1405,1
joints,G2nts,195,1
joke,Gok,3724,1
joker,Gok3r,233,2
jokers,Gok3rz,52,2
jokes,Goks,1040,1
jokester,Gokst3r,4,2
joking,Gok1N,949,2
jolly,Gali,382,2
jolt,Golt,70,1
jonah,Gone,147,2
jonathan,GaneTen,711,3
jones,Gonz,1579,1
jordan,Gcrden,1017,2
jose,hoz8,227,2
joseph,Gosef,1019,2
joseph,Gozef,1019,2
josephine,Gosefin,206,3
josey,Gozi,42,2
josh,GaS,1039,1
joshua,GaSue,278,3
josie,Gozi,227,2
jot,Gat,37,1
journal,G3rnel,453,2
journalism,G3rnel1zm,195,3
journalist,G3rnel1st,311,3
journalist,G3rnelest,311,3
journalists,G3rnel1sts,98,3
journals,G3rnelz,91,2
journey,G3rni,1017,2
journeyed,G3rnid,58,2
joust,GOst,58,1
jove,Gov,65,1
jowl,GOl,4,1
joy,G2,1456,1
joyce,G2s,371,1
joyful,G2fel,76,2
joyous,G2es,69,2
joyride,G2r5d,45,2
joys,G2z,70,1
juan,wan,381,1
jubilee,Gubeli,41,3
judah,Gude,117,2
judas,Gudes,230,2
jude,Gud,101,1
judge,G^G,4063,1
judged,G^Gd,206,1
judgement,G^Gment,189,2
judges,G^G1z,426,2
judging,G^G1N,416,2
judgment,G^Gment,839,2
judgmental,G^GmEntel,77,3
judgments,G^Gments,58,2
judicial,Gud1Sel,69,3
judith,Gud1T,247,2
judo,Gudo,49,2
judy,Gudi,930,2
jug,G^g,134,1
juggle,G^gel,74,2
juggler,G^gl3r,24,2
juggling,G^gl1N,91,2
jugs,G^gz,61,1
jugular,GugjUl3r,71,3
juice,Gus,1371,1
juices,Gusez,56,2
juicy,Gusi,219,2
juke,Guk,24,1
jukebox,Gukbaks,116,2
julian,Gulien,378,3
juliet,GuliEt,305,3
julio,hulio,180,3
julius,Guljes,414,2
july,Gel5,616,2
july,Gul5,616,2
jumba,G^mbe,75,2
jumble,G^mbel,16,2
jumbo,G^mbo,144,2
jump,G^mp,3561,1
jumped,G^mpt,1078,1
jumper,G^mp3r,117,2
jumping,G^mp1N,728,2
jumps,G^mps,253,1
jumpy,G^mpi,158,2
junction,G^NkSen,150,2
juncture,G^NkC3r,40,2
june,Gun,962,1
jungle,G^Ngel,1151,2
junior,Gunj3r,1825,2
junk,G^Nk,784,1
junket,G^Nket,43,2
junkie,G^Nki,265,2
junkies,G^Nkiz,106,2
junkyard,G^Nkjard,137,2
jupiter,Gup1t3r,206,3
jupiter,Gupet3r,206,3
juries,GUriz,80,2
jurisdiction,GUr1sd1kSen,271,4
jurisdiction,GUresd1kSen,271,4
juror,GUr3r,131,2
jurors,GUr3rz,127,2
jury,G3ri,2181,2
just,G^st,242206,1
justice,G^st1s,1910,2
justification,G^stefek8Sen,47,5
justified,G^stef5d,126,3
justify,G^stef5,256,3
jut,G^t,5,1
jute,Gut,12,1
juvenile,Guven5l,261,3
juvenile,Guvenel,261,3
kahuna,kehune,107,3
kai,k5,89,1
kaiser,k5z3r,80,2
kale,k8l,28,1
kaleidoscope,kel5deskop,15,4
kali,k@li,62,2
kali,kali,62,2
kam,k@m,70,1
kamikaze,kamekazi,68,4
kane,k8n,525,1
kangaroo,k@Ngeru,118,3
kansas,k@nzes,614,2
kappa,k@pe,53,2
kaput,kepUt,51,2
karaoke,kErioki,170,4
karate,kerati,386,3
karen,kEren,1397,2
karma,karme,176,2
kat,k@t,142,1
katharine,k@T3ren,66,3
katherine,k@T3r1n,359,3
katherine,k@Tr1n,359,2
kathy,k@Ti,403,2
katrina,ketrine,124,3
kay,k8,551,1
kayak,k5@k,26,2
kazoo,kezu,31,2
keats,kits,70,1
keel,kil,61,1
keeler,kil3r,85,2
keen,kin,228,1
keep,kip,35846,1
keeper,kip3r,208,2
keepers,kip3rz,70,2
keeping,kip1N,2608,2
keeps,kips,2681,1
keg,kEg,175,1
kegs,kEgz,49,1
keister,kist3r,40,2
kelly,kEli,2876,2
kelp,kElp,63,1
kelvin,kElv1n,134,2
kemp,kEmp,116,1
ken,kEn,854,1
kennedy,kEnedi,598,3
kennel,kEnel,57,2
kenny,kEni,655,2
keno,kino,43,2
kensington,kEnz1Nten,42,3
kent,kEnt,418,1
kentucky,kent^ki,266,3
kenya,kEnje,121,2
kept,kEpt,4559,1
kerchief,k3rCef,19,2
kern,k3rn,58,1
kernel,k3rnel,35,2
kerosene,kEresin,66,3
kerry,kEri,348,2
kersey,k3rsi,52,2
ketchup,kECep,310,2
kettle,kEtel,143,2
key,ki,4430,1
keyboard,kibcrd,92,2
keyhole,kihol,53,2
keys,kiz,2601,1
khaki,k@ki,42,2
khan,kan,198,1
ki,ki,43,1
kibble,k1bel,41,2
kick,k1k,3744,1
kickable,k1kebel,1,3
kicked,k1kt,1559,1
kicker,k1k3r,54,2
kicking,k1k1N,795,2
kickoff,k1kaf,53,2
kickoff,k1kcf,53,2
kicks,k1ks,414,1
kid,k1d,17299,1
kidder,k1d3r,44,2
kiddie,k1di,68,2
kiddies,k1diz,92,2
kidding,k1d1N,6822,2
kiddo,k1do,432,2
kiddy,k1di,18,2
kidnap,k1dn@p,331,2
kidnapped,k1dn@pt,836,2
kidnapper,k1dn@p3r,206,3
kidnappers,k1dn@p3rz,160,3
kidnapping,k1dn@p1N,617,3
kidnappings,k1dn@p1Nz,41,3
kidney,k1dni,494,2
kidneys,k1dniz,215,2
kids,k1dz,15356,1
kiki,kiki,162,2
kill,k1l,23081,1
killed,k1ld,14792,1
killer,k1l3r,3206,2
killers,k1l3rz,577,2
killing,k1l1N,3965,2
killings,k1l1Nz,184,2
kills,k1lz,1015,1
kilo,k1lo,80,2
kilometer,k1lam1t3r,156,4
kilometer,k1lemit3r,156,4
kilometers,k1lam1t3rz,156,4
kilometers,k1lemit3rz,156,4
kilos,kiloz,92,2
kilt,k1lt,31,1
kim,k1m,1538,1
kimono,kimono,55,3
kin,k1n,218,1
kind,k5nd,30125,1
kinda,k5nde,2163,2
kinder,k5nd3r,55,2
kindergarten,k1nd3rgarten,195,4
kindergartener,k1nd3rgartn3r,1,4
kindergartner,k1nd3rgartn3r,2,4
kindest,k5ndest,70,2
kindly,k5ndli,538,2
kindness,k5ndnes,460,2
kindred,k1ndred,45,2
kinds,k5ndz,1121,1
king,k1N,6592,1
kingdom,k1Ndem,787,2
kingdoms,k1Ndemz,42,2
kingpin,k1Np1n,51,2
kings,k1Nz,457,1
kingston,k1Nsten,124,2
kinks,k1Nks,41,1
kinky,k1Nki,152,2
kip,k1p,96,1
kirby,k3rbi,288,2
kirk,k3rk,964,1
kirsch,k1rS,31,1
kirsch,k3rS,31,1
kiss,k1s,6179,1
kissed,k1st,1454,1
kisser,k1s3r,174,2
kisses,k1s1z,398,2
kisses,k1sez,398,2
kissing,k1s1N,1189,2
kissy,k1si,20,2
kit,k1t,900,1
kitchen,k1Cen,2974,2
kite,k5t,117,1
kits,k1ts,53,1
kitten,k1ten,241,2
kittens,k1tenz,82,2
kitty,k1ti,1362,2
kiwi,kiwi,40,2
klan,kl@n,58,1
kleenex,klinEks,78,2
klutz,kl^ts,47,1
knack,n@k,127,1
knead,nid,9,1
knee,ni,749,1
kneecap,nik@p,29,2
kneel,nil,272,1
kneeling,nil1N,54,2
knees,niz,1320,1
knelt,nElt,19,1
knew,nu,18817,1
knickers,n1k3rz,65,2
knife,n5f,2387,1
knight,n5t,1365,1
knights,n5ts,384,1
knit,n1t,97,1
knitting,n1t1N,115,2
knives,n5vz,353,1
knob,nab,125,1
knobs,nabz,53,1
knock,nak,3299,1
knocked,nakt,1261,1
knocker,nak3r,17,2
knocking,nak1N,759,2
knockout,nakOt,170,2
knocks,naks,205,1
knoll,nol,27,1
knot,nat,188,1
knots,nats,285,1
know,no,291780,1
knowing,no1N,2307,2
knowledge,nal1G,1302,2
knowledgeable,nal1Gebel,40,4
known,non,6300,1
knows,noz,12492,1
knox,naks,249,1
knuckle,n^kel,66,2
knucklehead,n^kelhEd,55,3
knuckles,n^kelz,176,2
koala,koale,31,3
kodiak,kodi@k,58,3
koi,k2,29,1
kong,kcN,1106,1
kooky,kuki,35,2
korea,kerie,637,3
korean,kerien,506,3
koreans,kcrienz,97,3
kosher,koS3r,137,2
kraft,kr@ft,43,1
kraut,krOt,79,1
krauts,krOts,104,1
kremlin,krEml1n,50,2
kris,kr1s,88,1
krishna,kr1Sne,151,2
kryptonite,kr1pton5t,41,3
kudos,kudos,44,2
kung,k^N,268,1
kuwait,kuw8t,48,2
kwan,kwan,123,1
kyle,k5l,1229,1
kyoto,kjoto,64,2
lab,l@b,2020,1
label,l8bel,351,2
labeled,l8beld,72,2
labels,l8belz,99,2
labor,l8b3r,621,2
laboratory,l@bretcri,331,4
labour,l8b3r,166,2
labs,l@bz,208,1
labyrinth,l@ber1nT,41,3
lac,l@k,82,1
lace,l8s,189,1
laced,l8st,56,1
laceration,l@s3r8Sen,60,4
lacerations,l@s3r8Senz,85,4
laces,l8sez,44,2
lacey,l8si,124,2
lack,l@k,905,1
lacked,l@kt,65,1
lacking,l@k1N,129,2
lacks,l@ks,107,1
lacrosse,lekrcs,53,2
lad,l@d,736,1
ladder,l@d3r,472,2
ladders,l@d3rz,40,2
laddie,l@di,98,2
laden,l8den,83,2
ladies,l8diz,7054,2
lads,l@dz,429,1
lady,l8di,11071,2
ladybug,l8dib^g,20,3
ladylike,l8dil5k,43,3
ladyship,l8diS1p,53,3
lag,l@g,75,1
lager,lag3r,25,2
lagoon,legun,81,2
laguna,legune,45,3
lai,l5,56,1
laid,l8d,1527,1
lain,l8n,29,1
lair,lEr,123,1
laird,lErd,60,1
lake,l8k,1836,1
lakers,l8k3rz,94,2
lakes,l8ks,105,1
lam,l@m,175,1
lama,lame,157,2
lamb,l@m,542,1
lambert,l@mb3rt,191,2
lambs,l@mz,85,1
lame,l8m,557,1
lament,lemEnt,49,2
laminate,l@men8t,10,3
laminate,l@menet,10,3
lamp,l@mp,657,1
lamplight,l@mpl5t,6,2
lamps,l@mps,104,1
lancaster,l@Nk@st3r,65,3
lance,l@ns,554,1
lancelot,l@nselat,141,3
land,l@nd,4494,1
landed,l@nd1d,653,2
landed,l@nded,653,2
landfill,l@ndf1l,66,2
landing,l@nd1N,818,2
landings,l@nd1Nz,70,2
landlady,l@ndl8di,106,3
landlord,l@ndlcrd,272,2
landmark,l@ndmark,64,2
lands,l@ndz,356,1
landscape,l@ndsk8p,127,2
landscaping,l@ndsk8p1N,64,3
landslide,l@ndsl5d,42,2
lane,l8n,1704,1
lanes,l8nz,98,1
lang,l@N,198,1
langley,l@Nli,191,2
language,l@Ngw1G,1790,2
languages,l@Ngw1Gez,209,3
lansing,l@ns1N,43,2
lantern,l@nt3rn,103,2
lao,lO,68,1
lap,l@p,687,1
lapel,lepEl,25,2
laps,l@ps,167,1
lapse,l@ps,70,1
laptop,l@ptap,177,2
larceny,larseni,113,3
lard,lard,86,1
large,larG,2114,1
largely,larGli,84,2
largeness,larGnes,2,2
larger,larG3r,418,2
largest,larGest,402,2
largo,largo,54,2
lark,lark,83,1
larry,lEri,2888,2
lars,larz,116,1
larvae,larvi,29,2
larynx,lEr1Nks,58,2
las,las,933,1
lasagna,lezanje,183,3
lascivious,les1vies,34,4
laser,l8z3r,433,2
lasers,l8z3rz,69,2
lash,l@S,85,1
lashes,l@Sez,44,2
lass,l@s,136,1
lassie,l@si,147,2
lasso,l@so,45,2
last,l@st,36878,1
lasted,l@st1d,315,2
lasted,l@sted,315,2
lasting,l@st1N,120,2
lasts,l@sts,252,1
latch,l@C,98,1
late,l8t,13756,1
lately,l8tli,2459,2
later,l8t3r,14889,2
lateral,l@t3rel,78,3
latest,l8test,955,2
latex,l8tEks,74,2
lath,l@T,3,1
lathe,l8D,16,1
lather,l@D3r,28,2
latin,l@ten,561,2
latino,letino,56,3
latitude,l@tetud,81,3
latrine,letrin,149,2
lats,l@ts,47,1
latte,lat8,123,2
latter,l@t3r,64,2
lattice,l@tes,4,2
laugh,l@f,3206,1
laughed,l@ft,545,1
laughing,l@f1N,2667,2
laughingstock,l@f1Nstak,52,3
laughs,l@fs,1238,1
laughter,l@ft3r,704,2
launch,lcnC,1018,1
launched,lcnCt,192,1
launcher,lanC3r,42,2
launcher,lcnC3r,42,2
launching,lanC1N,122,2
launching,lcnC1N,122,2
laundering,land3r1N,70,3
laundering,lcnd3r1N,70,3
laundromat,landrem@t,71,3
laundromat,lcndrem@t,71,3
laundry,lcndri,972,2
laura,lcre,1448,2
laurel,lcrel,188,2
laurence,lcrens,53,2
lava,lave,176,2
lavage,levaZ,51,2
lavatory,l@vetcri,49,4
lavender,l@vend3r,104,3
law,lc,5932,1
lawful,lafel,111,2
lawful,lcfel,111,2
lawfully,lafeli,55,3
lawfully,lcfeli,55,3
lawman,lamen,58,2
lawman,lcmen,58,2
lawn,lcn,630,1
lawnmower,lcnmo3r,24,3
lawns,lanz,57,1
lawns,lcnz,57,1
lawrence,lcrens,696,2
laws,lcz,868,1
lawsuit,lcsut,311,2
lawsuits,lasuts,99,2
lawsuits,lcsuts,99,2
lawyer,lcj3r,4055,2
lawyers,l23rz,975,2
lawyers,lcj3rz,975,2
lax,l@ks,87,1
laxative,l@kset1v,43,3
lay,l8,2970,1
layaway,l8ew8,74,3
layer,l83r,189,2
layers,l83rz,119,2
laying,l81N,568,2
layman,l8men,48,2
layne,l8n,56,1
layout,l8Ot,178,2
lays,l8z,150,1
lazarus,l@z3res,97,3
laze,l8z,2,1
laziness,l8zines,24,3
lazy,l8zi,591,2
leach,liC,38,1
lead,lEd,4246,1
lead,lid,4246,1
leader,lid3r,1589,2
leaders,lid3rz,453,2
leadership,lid3rS1p,249,3
leading,lid1N,1064,2
leads,lidz,1009,1
leaf,lif,265,1
leafy,lifi,24,2
league,lig,950,1
leagues,ligz,107,1
leak,lik,517,1
leaked,likt,79,1
leaking,lik1N,184,2
leaks,liks,112,1
leaky,liki,56,2
lean,lin,529,1
leaned,lind,87,1
leaning,lin1N,217,2
leans,linz,55,1
leap,lip,340,1
leapfrog,lipfrcg,18,2
leaping,lip1N,80,2
leaps,lips,68,1
leapt,lEpt,45,1
lear,l1r,64,1
learn,l3rn,6047,1
learnable,l3rnebel,1,3
learned,l3rnd,2964,1
learner,l3rn3r,61,2
learning,l3rn1N,1036,2
learns,l3rnz,148,1
learnt,l3rnt,162,1
leary,l1ri,91,2
lease,lis,320,1
leased,list,58,1
leash,liS,219,1
least,list,10596,1
leather,lED3r,693,2
leave,liv,28596,1
leaves,livz,2316,1
leaving,liv1N,7211,2
lebanese,lEbeniz,58,3
lecture,lEkC3r,534,2
lecturer,lEkC3r3r,41,3
lectures,lEkC3rz,128,2
lecturing,lEkC3r1N,72,3
led,lEd,1225,1
ledge,lEG,179,1
ledger,lEG3r,62,2
lee,li,2449,1
leech,liC,89,1
leeches,liCez,67,2
leeds,lidz,78,1
leek,lik,15,1
leer,l1r,26,1
leery,l1ri,162,2
left,lEft,24707,1
leftover,lEftov3r,61,3
leftovers,lEftov3rz,127,3
lefty,lEfti,158,2
leg,lEg,2882,1
legacy,lEgesi,256,3
legal,ligel,1821,2
legality,lig@leti,11,4
legally,ligeli,388,3
legend,lEGend,875,2
legendary,lEGendEri,205,4
legends,lEGendz,182,2
legged,lEgd,7,1
legged,lEged,7,2
legion,liGen,126,2
legislation,lEGesl8Sen,52,4
legit,leG1t,136,2
legitimate,leG1temet,384,4
legs,lEgz,2835,1
leisure,lEZ3r,129,2
leisure,liZ3r,129,2
lemon,lEmen,613,2
lemonade,lEmen8d,281,3
lemons,lEmenz,84,2
lend,lEnd,595,1
lending,lEnd1N,96,2
length,lENT,358,1
lengths,lENTs,115,1
lenient,linient,46,3
lens,lEnz,238,1
lenses,lEnzez,116,2
lent,lEnt,190,1
leo,lio,2580,2
leon,lian,519,2
leonard,lEn3rd,634,2
leonardo,lienardo,142,4
leone,lion,63,2
leopard,lEp3rd,276,2
leper,lEp3r,63,2
lepers,lEp3rz,46,2
leprechaun,lEp3rkcn,79,3
lesbian,lEzbien,485,3
lesbians,lEzbienz,138,3
lesions,liZenz,53,2
less,lEs,5666,1
lesser,lEs3r,137,2
lesson,lEsen,1644,2
lessons,lEsenz,772,2
lest,lEst,100,1
lester,lEst3r,363,2
let,lEt,123381,1
letch,lEC,10,1
lethal,liTel,289,2
lets,lEts,918,1
letter,lEt3r,4213,2
letterman,lEt3rmen,64,3
letters,lEt3rz,1910,2
letting,lEt1N,1995,2
lettuce,lEtes,173,2
leukemia,lukimie,97,4
levee,lEvi,26,2
level,lEvel,2633,2
levels,lEvelz,527,2
lever,lEv3r,163,2
lever,liv3r,163,2
leverage,lEv3r1G,139,3
leverage,lEvr1G,139,2
levi,liv5,81,2
levy,lEvi,99,2
lew,lu,156,1
lewd,lud,65,1
lewis,lu1s,1102,2
lex,lEks,132,1
li,li,486,1
liability,l5eb1leti,158,5
liable,l5ebel,369,3
liaison,li8zan,139,3
liang,lj@N,89,1
liar,l53r,1792,2
liars,l53rz,184,2
libel,l5bEl,56,2
liberal,l1b3rel,203,3
liberate,l1b3r8t,59,3
liberated,l1b3r8ted,94,4
liberating,l1b3r8t1N,49,4
liberation,l1b3r8Sen,118,4
liberties,l1b3rtiz,79,3
liberty,l1b3rti,849,3
libido,lebido,57,3
librarian,l5brErien,147,4
library,l5brEri,1170,3
libya,l1bie,43,3
lice,l5s,109,1
licence,l5sens,251,2
license,l5sens,1635,2
licensed,l5senst,140,2
licenses,l5sensez,48,3
lick,l1k,559,1
licked,l1kt,195,1
licker,l1k3r,5,2
licking,l1k1N,175,2
licks,l1ks,54,1
licorice,l1k3r1S,44,3
lid,l1d,251,1
lidocaine,l1dek8n,85,3
lie,l5,6133,1
lied,l5d,2234,1
liege,liG,57,1
lien,lin,29,1
lies,l5z,1883,1
lieu,lu,57,1
lieutenant,lutEnent,5306,3
lieutenants,lutEnents,56,3
life,l5f,40629,1
lifeboat,l5fbot,71,2
lifeguard,l5fgard,85,2
lifeless,l5fles,64,2
lifeline,l5fl5n,44,2
lifelong,l5flaN,77,2
lifelong,l5flcN,77,2
lifesaver,l5fs8v3r,62,3
lifestyle,l5fst5l,252,2
lifetime,l5ft5m,929,2
lifetimes,l5ft5mz,50,2
lift,l1ft,1741,1
lifted,l1ft1d,360,2
lifted,l1fted,360,2
lifting,l1ft1N,221,2
lifts,l1fts,121,1
light,l5t,8425,1
lightbulb,l5tb^lb,40,2
lighted,l5ted,56,2
lighten,l5ten,301,2
lighter,l5t3r,457,2
lighthouse,l5thOs,157,2
lighting,l5t1N,323,2
lightly,l5tli,235,2
lightning,l5tn1N,721,2
lights,l5ts,2877,1
lightswitch,l5tsw1C,5,2
lightweight,l5tw8t,59,2
likable,l5kebel,43,3
like,l5k,203947,1
liked,l5kt,4017,1
likelihood,l5klihUd,58,3
likely,l5kli,1314,2
likeness,l5knes,98,2
likes,l5ks,3889,1
likewise,l5kw5z,182,2
liking,l5k1N,320,2
lila,l5le,135,2
lila,lile,135,2
